isHome,shotType,situation,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,blockCoordinates,name,slug,shortName,position,jerseyNumber,userCount,firstName,lastName,x,y,z,home_team,away_team,match_url,goalType,fieldTranslations
False,miss,set-piece,left-foot,left,"{'x': 0, 'y': 64.4, 'z': 8.3}",2485710,90,6.0,5754,"{'start': {'x': 46.1, 'y': 7.5}, 'end': {'x': 35.6, 'y': 0}, 'goal': {'x': 35.6, 'y': 91.7}}",1,546,shot,,Alejandro Camargo,alejandro-camargo,A. Camargo,M,8,19,,,7.5,46.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,block,throw-in-set-piece,right-foot,low-left,"{'x': 0, 'y': 53, 'z': 19}",2485701,88,,5272,"{'start': {'x': 34.7, 'y': 15}, 'block': {'x': 36.8, 'y': 12.4}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 81}}",3,128,shot,"{'x': 12.4, 'y': 36.8, 'z': 0}",Luciano Cabral,luciano-cabral,L. Cabral,M,8,628,,,15.0,34.7,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,post,corner,head,left,"{'x': 0, 'y': 55.5, 'z': 17.1}",2485698,88,,5253,"{'start': {'x': 41.8, 'y': 8.8}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 82.9}}",3,147,shot,,Alejandro Camargo,alejandro-camargo,A. Camargo,M,8,19,,,8.8,41.8,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,block,assisted,left-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 19}",2485696,88,,5224,"{'start': {'x': 58.8, 'y': 24.1}, 'block': {'x': 56.7, 'y': 19.2}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 81}}",3,176,shot,"{'x': 19.2, 'y': 56.7, 'z': 0}",Benjamín Chandía,benjamin-chandia,B. Chandía,M,30,56,Benjamín Chandía,,24.1,58.8,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,miss,assisted,right-foot,high-right,"{'x': 0, 'y': 41.5, 'z': 73.6}",2485693,77,,4615,"{'start': {'x': 49.6, 'y': 25.3}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 26.4}}",14,785,shot,,Gabriel Graciani,gabriel-graciani,G. Graciani,M,20,54,,,25.3,49.6,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,save,assisted,left-foot,low-centre,"{'x': 0, 'y': 51, 'z': 19.6}",2485689,72,,4312,"{'start': {'x': 39.2, 'y': 28.4}, 'block': {'x': 49.3, 'y': 2.4}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 80.4}}",19,1088,shot,"{'x': 2.4, 'y': 49.3, 'z': 0}",Iván Rozas,ivan-rozas,I. Rozas,M,10,19,,,28.4,39.2,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,miss,fast-break,left-foot,high,"{'x': 0, 'y': 50.6, 'z': 61.1}",2485688,65,,3864,"{'start': {'x': 68.8, 'y': 21.1}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 38.9}}",26,1536,shot,,Andrés Chávez,andres-chavez,A. Chávez,F,9,129,,,21.1,68.8,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,miss,assisted,left-foot,close-high,"{'x': 0, 'y': 48.6, 'z': 58.3}",2485687,64,,3804,"{'start': {'x': 23.7, 'y': 15}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 41.7}}",27,1596,shot,,Andrés Chávez,andres-chavez,A. Chávez,F,9,129,,,15.0,23.7,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,miss,assisted,right-foot,high-left,"{'x': 0, 'y': 61, 'z': 56.9}",2485717,63,,3733,"{'start': {'x': 43.1, 'y': 11.5}, 'end': {'x': 39, 'y': 0}, 'goal': {'x': 39, 'y': 43.1}}",28,1667,shot,,Luciano Cabral,luciano-cabral,L. Cabral,M,8,628,,,11.5,43.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,miss,regular,right-foot,left,"{'x': 0, 'y': 68.1, 'z': 9.7}",2485716,63,,3732,"{'start': {'x': 65.2, 'y': 23.7}, 'block': {'x': 47.3, 'y': 11.5}, 'end': {'x': 31.9, 'y': 0}, 'goal': {'x': 31.9, 'y': 90.3}}",28,1668,shot,"{'x': 11.5, 'y': 47.3, 'z': 0}",Alejandro Camargo,alejandro-camargo,A. Camargo,M,8,19,,,23.7,65.2,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,save,corner,head,low-centre,"{'x': 0, 'y': 50.3, 'z': 8.2}",2485684,61,,3600,"{'start': {'x': 59.1, 'y': 8.7}, 'block': {'x': 50.9, 'y': 0.099999999999994}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 91.8}}",30,1800,shot,"{'x': 0.099999999999994, 'y': 50.9, 'z': 0}",Gabriel Graciani,gabriel-graciani,G. Graciani,M,20,54,,,8.7,59.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,save,regular,right-foot,low-left,"{'x': 0, 'y': 52, 'z': 18.4}",2485681,56,,3306,"{'start': {'x': 59.1, 'y': 12.5}, 'block': {'x': 53.1, 'y': 1.5}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 81.6}}",35,2094,shot,"{'x': 1.5, 'y': 53.1, 'z': 0}",Patricio Rubio,patricio-rubio,P. Rubio,F,12,200,,,12.5,59.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,block,corner,right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}",2485677,47,,2796,"{'start': {'x': 32.5, 'y': 3}, 'block': {'x': 36.6, 'y': 2.3}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",44,2604,shot,"{'x': 2.3, 'y': 36.6, 'z': 0}",Bayron Oyarzo,bayron-oyarzo,B. Oyarzo,M,7,78,,,3.0,32.5,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,miss,corner,head,left,"{'x': 0, 'y': 84.4, 'z': 5.6}",2485676,47,,2792,"{'start': {'x': 56.2, 'y': 5}, 'block': {'x': 33.2, 'y': 1.9}, 'end': {'x': 15.6, 'y': 0}, 'goal': {'x': 15.6, 'y': 94.4}}",44,2608,shot,"{'x': 1.9, 'y': 33.2, 'z': 0}",Bernardo Cerezo,bernardo-cerezo,B. Cerezo,D,18,24,,,5.0,56.2,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,block,set-piece,left-foot,low-right,"{'x': 0, 'y': 47, 'z': 19}",2485673,46,,2758,"{'start': {'x': 47.5, 'y': 21.4}, 'block': {'x': 48.9, 'y': 15.9}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 81}}",45,2642,shot,"{'x': 15.9, 'y': 48.9, 'z': 0}",Manuel Rivera,manuel-rivera,M. Rivera,M,28,17,,,21.4,47.5,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,save,regular,right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19.6}",2485660,31,,1855,"{'start': {'x': 38.3, 'y': 8}, 'block': {'x': 42.6, 'y': 4.5}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 80.4}}",15,845,shot,"{'x': 4.5, 'y': 42.6, 'z': 0}",Patricio Rubio,patricio-rubio,P. Rubio,F,12,200,,,8.0,38.3,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,save,assisted,left-foot,low-right,"{'x': 0, 'y': 46, 'z': 3.8}",2485653,20,,1159,"{'start': {'x': 67.8, 'y': 10.4}, 'block': {'x': 53.4, 'y': 1.2}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 96.2}}",26,1541,shot,"{'x': 1.2, 'y': 53.4, 'z': 0}",Dylan Escobar,dylan-escobar,D. Escobar,D,5,32,,,10.4,67.8,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,save,assisted,right-foot,low-left,"{'x': 0, 'y': 54.8, 'z': 3.2}",2485651,18,,1078,"{'start': {'x': 28.3, 'y': 13.2}, 'block': {'x': 46.6, 'y': 1.4}, 'end': {'x': 45.2, 'y': 0}, 'goal': {'x': 45.2, 'y': 96.8}}",28,1622,shot,"{'x': 1.4, 'y': 46.6, 'z': 0}",Matías Alvarado,matias-alvarado,M. Alvarado,F,24,8,Matías Alvarado,,13.2,28.3,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,miss,corner,head,close-high-right,"{'x': 0, 'y': 43.5, 'z': 56.9}",2485644,10,,548,"{'start': {'x': 62.1, 'y': 1.9}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 43.1}}",36,2152,shot,,Patricio Rubio,patricio-rubio,P. Rubio,F,12,200,,,1.9,62.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
True,save,assisted,left-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 18.4}",2485640,7,,374,"{'start': {'x': 71.1, 'y': 20.7}, 'block': {'x': 51.4, 'y': 1.9}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81.6}}",39,2326,shot,"{'x': 1.9, 'y': 51.4, 'z': 0}",Bayron Oyarzo,bayron-oyarzo,B. Oyarzo,M,7,78,,,20.7,71.1,0.0,Ñublense,Coquimbo Unido,https://www.sofascore.com/football/match/nublense-coquimbo-unido/pnbsEPc#id:11986407,,
False,miss,fast-break,right-foot,left,"{'x': 0, 'y': 63, 'z': 4.2}",2490341,90,6.0,5722,"{'start': {'x': 71, 'y': 9.9}, 'end': {'x': 37, 'y': 0}, 'goal': {'x': 37, 'y': 95.8}}",1,578,shot,,Lucas Cepeda,lucas-cepeda,L. Cepeda,M,32,732,Lucas Cepeda,,9.9,71.0,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,miss,corner,right-foot,close-right,"{'x': 0, 'y': 42.2, 'z': 8.3}",2490351,88,,5253,"{'start': {'x': 66.5, 'y': 2.2}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 91.7}}",3,147,shot,,César Fuentes,cesar-fuentes,C. Fuentes,M,6,99,,,2.2,66.5,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
True,block,set-piece,head,low-centre,"{'x': 0, 'y': 49.6, 'z': 19}",2490350,87,,5202,"{'start': {'x': 59.8, 'y': 8.2}, 'block': {'x': 55.4, 'y': 4.4}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 81}}",4,198,shot,"{'x': 4.4, 'y': 55.4, 'z': 0}",Jonathan Villagra,jonathan-villagra,J. Villagra,D,2,150,,,8.2,59.8,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,goal,assisted,left-foot,high-right,"{'x': 0, 'y': 47.4, 'z': 32.9}",2490316,77,,4576,"{'start': {'x': 38.8, 'y': 15.1}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 67.1}}",14,824,shot,,Daniel Gutiérrez,daniel-gutierrez,D. Gutiérrez,D,3,166,Daniel Gutierrez,,15.1,38.8,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,regular,
True,miss,assisted,right-foot,left,"{'x': 0, 'y': 60.2, 'z': 11.1}",2490306,66,,3900,"{'start': {'x': 59.1, 'y': 15.2}, 'block': {'x': 47.7, 'y': 7.1}, 'end': {'x': 39.8, 'y': 0}, 'goal': {'x': 39.8, 'y': 88.9}}",25,1500,shot,"{'x': 7.1, 'y': 47.7, 'z': 0}",Luis Pavez,luis-pavez,L. Pavez,D,27,30,,,15.2,59.1,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,block,assisted,right-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}",2490302,63,,3745,"{'start': {'x': 65.1, 'y': 7.4}, 'block': {'x': 58.8, 'y': 4.2}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",28,1655,shot,"{'x': 4.2, 'y': 58.8, 'z': 0}",Esteban Pavez,esteban-pavez,E. Pavez,M,8,285,,,7.4,65.1,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
True,block,regular,left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}",2490295,58,,3451,"{'start': {'x': 55.8, 'y': 16.2}, 'block': {'x': 53.8, 'y': 10.6}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",33,1949,shot,"{'x': 10.6, 'y': 53.8, 'z': 0}",Ariel Uribe,ariel-uribe,A. Uribe,F,11,179,,,16.2,55.8,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
True,save,regular,left-foot,high-centre,"{'x': 0, 'y': 50.2, 'z': 22.2}",2490276,50,,2942,"{'start': {'x': 72.4, 'y': 22.1}, 'block': {'x': 52.3, 'y': 2.3}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 77.8}}",41,2458,shot,"{'x': 2.3, 'y': 52.3, 'z': 0}",Ariel Uribe,ariel-uribe,A. Uribe,F,11,179,,,22.1,72.4,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,save,assisted,right-foot,low-centre,"{'x': 0, 'y': 49.3, 'z': 19}",2490227,45,2.0,2803,"{'start': {'x': 54.3, 'y': 16.2}, 'block': {'x': 51.6, 'y': 2.2}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 81}}",1,2597,shot,"{'x': 2.2, 'y': 51.6, 'z': 0}",Pablo Parra,pablo-parra,P. Parra,M,10,123,,,16.2,54.3,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,miss,assisted,right-foot,high,"{'x': 0, 'y': 50.6, 'z': 70.8}",2490186,35,,2091,"{'start': {'x': 66.7, 'y': 9.4}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 29.2}}",11,609,shot,,Cristián Zavala,cristian-zavala,C. Zavala,F,14,371,,,9.4,66.7,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,save,assisted,left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 13.3}",2490170,31,,1809,"{'start': {'x': 53.1, 'y': 25}, 'block': {'x': 51.1, 'y': 1.2}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 86.7}}",15,891,shot,"{'x': 1.2, 'y': 51.1, 'z': 0}",Leonardo Gil,leonardo-gil,L. Gil,M,5,369,,,25.0,53.1,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,"{'nameTranslation': {'ar': 'ليوناردو جيل'}, 'shortNameTranslation': {'ar': 'ل. جيل'}}"
False,save,throw-in-set-piece,left-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 13.9}",2490167,28,,1664,"{'start': {'x': 30.7, 'y': 14.4}, 'block': {'x': 46.4, 'y': 1.2}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 86.1}}",18,1036,shot,"{'x': 1.2, 'y': 46.4, 'z': 0}",Esteban Pavez,esteban-pavez,E. Pavez,M,8,285,,,14.4,30.7,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,miss,assisted,right-foot,high-right,"{'x': 0, 'y': 40, 'z': 65.3}",2490152,25,,1474,"{'start': {'x': 55.5, 'y': 9.2}, 'end': {'x': 60, 'y': 0}, 'goal': {'x': 60, 'y': 34.7}}",21,1226,shot,,Marcos Bolados,marcos-bolados,M. Bolados,F,11,350,,,9.2,55.5,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,goal,assisted,right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 4.4}",2490123,18,,1046,"{'start': {'x': 54.8, 'y': 7.4}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 95.6}}",28,1654,shot,,Esteban Pavez,esteban-pavez,E. Pavez,M,8,285,,,7.4,54.8,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,regular,
False,goal,assisted,head,high-left,"{'x': 0, 'y': 53.5, 'z': 29.7}",2490096,13,,743,"{'start': {'x': 45.2, 'y': 7.1}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 70.3}}",33,1957,shot,,Maximiliano Falcón,maximiliano-falcon,M. Falcón,D,37,316,,,7.1,45.2,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,regular,
False,miss,assisted,right-foot,left,"{'x': 0, 'y': 60, 'z': 5.6}",2490068,6,,357,"{'start': {'x': 69.5, 'y': 23.9}, 'end': {'x': 40, 'y': 0}, 'goal': {'x': 40, 'y': 94.4}}",40,2343,shot,,Pablo Parra,pablo-parra,P. Parra,M,10,123,,,23.9,69.5,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,miss,assisted,right-foot,close-left,"{'x': 0, 'y': 59, 'z': 16.7}",2490059,2,,114,"{'start': {'x': 69.3, 'y': 41}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 83.3}}",44,2586,shot,,Alan Saldivia,alan-saldivia,A. Saldivia,D,4,283,Alan Saldivia,,41.0,69.3,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
True,block,assisted,right-foot,low-right,"{'x': 0, 'y': 48.2, 'z': 19}",2490032,1,,14,"{'start': {'x': 28.2, 'y': 22.4}, 'block': {'x': 32.8, 'y': 18}, 'end': {'x': 51.8, 'y': 0}, 'goal': {'x': 51.8, 'y': 81}}",45,2686,shot,"{'x': 18, 'y': 32.8, 'z': 0}",Ariel Uribe,ariel-uribe,A. Uribe,F,11,179,,,22.4,28.2,0.0,Unión Española,Colo Colo,https://www.sofascore.com/football/match/colo-colo-union-espanola/dnbsfnb#id:11986403,,
False,miss,fast-break,right-foot,close-left,"{'x': 0, 'y': 58.2, 'z': 9.7}",2490582,85,,5062,"{'start': {'x': 67.9, 'y': 6.7}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 90.3}}",6,338,shot,,Diego Buonanotte,diego-buonanotte,D. Buonanotte,M,18,159,,,6.7,67.9,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,goal,fast-break,right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 3.8}",2490566,76,,4552,"{'start': {'x': 54.5, 'y': 1.1}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 96.2}}",15,848,shot,,Bryan Rabello,bryan-rabello,B. Rabello,M,10,53,,,1.1,54.5,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,regular,
False,post,fast-break,left-foot,left,"{'x': 0, 'y': 55.2, 'z': 7}",2490571,76,,4550,"{'start': {'x': 33, 'y': 14.2}, 'end': {'x': 44.8, 'y': 0}, 'goal': {'x': 44.8, 'y': 93}}",15,850,shot,,Martín Sarrafiore,martin-sarrafiore,M. Sarrafiore,M,7,146,,,14.2,33.0,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
True,miss,corner,head,high,"{'x': 0, 'y': 52.1, 'z': 84.7}",2490564,69,,4124,"{'start': {'x': 53.6, 'y': 7.9}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 15.3}}",22,1276,shot,,Diego García,diego-garcia,D. García,D,15,12,,,7.9,53.6,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,save,corner,right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 13.3}",2490561,68,,4063,"{'start': {'x': 33.6, 'y': 14.3}, 'block': {'x': 48, 'y': 1.8}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 86.7}}",23,1337,shot,"{'x': 1.8, 'y': 48, 'z': 0}",Martín Sarrafiore,martin-sarrafiore,M. Sarrafiore,M,7,146,,,14.3,33.6,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,block,corner,head,low-centre,"{'x': 0, 'y': 48.6, 'z': 19}",2490609,68,,4058,"{'start': {'x': 59.3, 'y': 11.7}, 'block': {'x': 57.9, 'y': 9.7}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 81}}",23,1342,shot,"{'x': 9.7, 'y': 57.9, 'z': 0}",Leonel Mosevich,leonel-mosevich,L. Mosevich,D,26,67,,,11.7,59.3,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,miss,fast-break,right-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 16.7}",2490557,67,,3993,"{'start': {'x': 65.4, 'y': 17.1}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 83.3}}",24,1407,shot,,Bryan Rabello,bryan-rabello,B. Rabello,M,10,53,,,17.1,65.4,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,block,assisted,left-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}",2490556,64,,3802,"{'start': {'x': 48.5, 'y': 24.5}, 'block': {'x': 49.1, 'y': 13.1}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",27,1598,shot,"{'x': 13.1, 'y': 49.1, 'z': 0}",Martín Sarrafiore,martin-sarrafiore,M. Sarrafiore,M,7,146,,,24.5,48.5,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
True,save,penalty,right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 2.5}",2490601,62,,3690,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 49.8, 'y': 0.7}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 97.5}}",29,1710,shot,"{'x': 0.7, 'y': 49.8, 'z': 0}",Jorge Luna,jorge-luna,J. Luna,M,10,32,,,11.5,50.0,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,miss,assisted,head,high,"{'x': 0, 'y': 47.6, 'z': 65.3}",2490537,57,,3374,"{'start': {'x': 50.7, 'y': 13.9}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 34.7}}",34,2026,shot,,Arnaldo Castillo,arnaldo-castillo,A. Castillo,F,9,44,,,13.9,50.7,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
True,goal,regular,right-foot,high-right,"{'x': 0, 'y': 47.3, 'z': 30.4}",2490524,52,,3113,"{'start': {'x': 54, 'y': 13.8}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 69.6}}",39,2287,shot,,Tobías Figueroa,tobias-figueroa,T. Figueroa,F,9,31,,,13.8,54.0,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,regular,
True,save,assisted,right-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 12}",2490529,51,,3024,"{'start': {'x': 59.7, 'y': 36.9}, 'block': {'x': 51.6, 'y': 2.4}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 88}}",40,2376,shot,"{'x': 2.4, 'y': 51.6, 'z': 0}",Jorge Luna,jorge-luna,J. Luna,M,10,32,,,36.9,59.7,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
False,miss,assisted,right-foot,close-high,"{'x': 0, 'y': 48.6, 'z': 58.3}",2490523,50,,2994,"{'start': {'x': 31.8, 'y': 10.1}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 41.7}}",41,2406,shot,,Martín Sarrafiore,martin-sarrafiore,M. Sarrafiore,M,7,146,,,10.1,31.8,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
True,block,assisted,right-foot,low-centre,"{'x': 0, 'y': 51.8, 'z': 19}",2490483,45,1.0,2742,"{'start': {'x': 72.1, 'y': 12}, 'block': {'x': 68.8, 'y': 10.3}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",1,2658,shot,"{'x': 10.3, 'y': 68.8, 'z': 0}",Maximiliano Quinteros,maximiliano-quinteros,M. Quinteros,F,29,84,,,12.0,72.1,0.0,Deportes Copiapó,O'Higgins,https://www.sofascore.com/football/match/deportes-copiapo-ohiggins/nnbsgPK#id:11986409,,
